name,image_url,url,review_count,categories,rating,coordinates,price,phone,address
Mini Taiyaki Cafe,https://s3-media1.fl.yelpcdn.com/bphoto/L7ijpygAVQTjrPEY9AYpqQ/o.jpg,https://www.yelp.com/biz/mini-taiyaki-cafe-santa-clara?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,84,cafes,4,"37.32342,-121.99225",$,14082410700,"['5075 Stevens Creek Blvd', 'Ste 1', 'Korean Hair Salon', 'Santa Clara, CA 95051']"
Cafe Docanto,https://s3-media2.fl.yelpcdn.com/bphoto/BRaaqJR7zlASRQlsIveZEw/o.jpg,https://www.yelp.com/biz/cafe-docanto-san-jose-2?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,68,coffee,5,"37.3514072,-121.8595298",$,,"['7 N 33rd St', 'San Jose, CA 95116']"
Anton SV Pâtisserie,https://s3-media3.fl.yelpcdn.com/bphoto/q6wrUAGdFJCYdk7wkMUBcA/o.jpg,https://www.yelp.com/biz/anton-sv-p%C3%A2tisserie-san-jose-3?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,1190,"bakeries,desserts",4.5,"37.38477,-121.9074193",$$$,16502737357,"['1969 Otoole Way', 'San Jose, CA 95131']"
Daily Donuts Sandwich,https://s3-media3.fl.yelpcdn.com/bphoto/VoVgcIZFMwIeznt9FLtF-w/o.jpg,https://www.yelp.com/biz/daily-donuts-sandwich-santa-clara?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,125,"donuts,bagels,sandwiches",4.5,"37.35546,-121.95915",$,14082963450,"['1795 Scott Blvd', 'Ste 104', 'Santa Clara, CA 95050']"
Spreadz,https://s3-media4.fl.yelpcdn.com/bphoto/QAPRv6WstaNqIZHLUm0aaA/o.jpg,https://www.yelp.com/biz/spreadz-santa-clara?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,242,"sandwiches,delis,salad",4.5,"37.367766,-121.967249",$$,14087539328,"['2348 Walsh Ave', 'Ste G', 'Santa Clara, CA 95051']"
MoDo Hawaii,https://s3-media4.fl.yelpcdn.com/bphoto/lmPfp0CENd0WU31if79GPw/o.jpg,https://www.yelp.com/biz/modo-hawaii-santa-clara?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,513,donuts,4.5,"37.35185250073329,-121.95995346811311",$$,14083202075,"['2000 El Camino Real', 'Ste 11', 'Santa Clara, CA 95050']"
Lily Coffee & Sandwich,https://s3-media1.fl.yelpcdn.com/bphoto/Pf5kmicFVlHz5XurZsBkMA/o.jpg,https://www.yelp.com/biz/lily-coffee-and-sandwich-santa-clara?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,67,"vietnamese,sandwiches,coffee",3,"37.380485,-121.940998882055",$,14087489880,"['3170 De La Cruz Blvd', 'Santa Clara, CA 95054']"
Remedy,https://s3-media4.fl.yelpcdn.com/bphoto/RA2tgBhl_ArtBr06YPpsXA/o.jpg,https://www.yelp.com/biz/remedy-san-jose?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,6,cafes,4,"37.3823019865989,-121.895082145929",$$,,"['1150 Murphy Ave', 'Ste C', 'San Jose, CA 95131']"
Eataly  Silicon Valley,https://s3-media4.fl.yelpcdn.com/bphoto/eEyn0qdM6jqqn_QOCbCJjQ/o.jpg,https://www.yelp.com/biz/eataly-silicon-valley-san-jose?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,578,intlgrocery,3.5,"37.3244194,-121.9465798",,16504569200,"['2855 Stevens Creek Blvd', 'San Jose, CA 95050']"
Mission Kitchen,https://s3-media3.fl.yelpcdn.com/bphoto/2o4h9ckphoUPl9FOLypLGQ/o.jpg,https://www.yelp.com/biz/mission-kitchen-santa-clara?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,10,coffee,4,"37.38808,-121.97378",$$,,"['3979 Freedom Cir', 'Santa Clara, CA 95054']"
Imagine It Bakery,https://s3-media3.fl.yelpcdn.com/bphoto/5Fbh8t1JEmY8kd93P5Whyg/o.jpg,https://www.yelp.com/biz/imagine-it-bakery-santa-clara-2?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,33,"bakeries,gluten_free",4.5,"37.3590507507324,-121.948722839355",$,14084772687,"['1920 Lafayette St', 'Unit G', 'Santa Clara, CA 95050']"
US Soypresso Oakland,https://s3-media4.fl.yelpcdn.com/bphoto/P-xVkjte3JachwMNnoXOvw/o.jpg,https://www.yelp.com/biz/us-soypresso-oakland-san-jose?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,58,"desserts,gourmet,chinese",4.5,"37.3754247562729,-121.894356449367",,14084519894,"['1510 Oakland Rd', 'Ste 140', 'San Jose, CA 95112']"
Dough-To-Go,https://s3-media3.fl.yelpcdn.com/bphoto/uKqNFJqkcGNxIYre8-0kog/o.jpg,https://www.yelp.com/biz/dough-to-go-santa-clara-2?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,12,bakeries,4.5,"37.3878402709961,-121.943504333496",,14087274094,"['3535 De La Cruz Blvd', 'Santa Clara, CA 95054']"
WFM Coffee Bar,https://s3-media4.fl.yelpcdn.com/bphoto/wIX5iHV50ZOAh34hIJTulw/o.jpg,https://www.yelp.com/biz/wfm-coffee-bar-santa-clara?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,5,"coffee,coffeeroasteries",2.5,"37.3808,-121.976",,14055629162,"['2732 Augustine Dr', 'Ste 1600', 'Santa Clara, CA 95054']"
RāwASF - Milpitas,https://s3-media2.fl.yelpcdn.com/bphoto/Oh4Jva0u0MvbEOvM2mE03g/o.jpg,https://www.yelp.com/biz/r%C4%81wasf-milpitas-milpitas?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,862,"juicebars,vegan,acaibowls",4.5,"37.454754,-121.911615",$$,14083593706,"['1679 N Milpitas Blvd', 'Milpitas, CA 95035']"
Crema Coffee Roasting,https://s3-media4.fl.yelpcdn.com/bphoto/7RkkbkCn5mOd9RynlOgCXA/o.jpg,https://www.yelp.com/biz/crema-coffee-roasting-san-jose?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,201,"coffeeroasteries,salad,sandwiches",3.5,"37.33284849720854,-121.91200208427284",$,14083202215,"['1202 The Alameda', 'San Jose, CA 95126']"
Aroma Coffee and Snacks,https://s3-media2.fl.yelpcdn.com/bphoto/lHOadb_-UPDJ_nWO0tGxGg/o.jpg,https://www.yelp.com/biz/aroma-coffee-and-snacks-milpitas?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,178,"desserts,coffee,vietnamese",4,"37.4168459526991,-121.876774057746",$,14082628886,"['1535 Landess Ave', 'Ste 159', 'Milpitas, CA 95035']"
Starbucks,https://s3-media2.fl.yelpcdn.com/bphoto/FVuON1pN-7Wnbz8J_uXuGg/o.jpg,https://www.yelp.com/biz/starbucks-santa-clara-18?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,365,coffee,3,"37.3529753,-121.997426",$$,14082965078,"['3605 El Camino Real', 'Santa Clara, CA 95051']"
Peet's Coffee,https://s3-media3.fl.yelpcdn.com/bphoto/lm1jDb2oN3MxKcWN8EU_pQ/o.jpg,https://www.yelp.com/biz/peets-coffee-san-jose-7?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,234,coffee,4,"37.332048915977,-121.912977980376",$$,14082137285,"['1295 The Alameda', 'San Jose, CA 95126']"
Bon Beignet,https://s3-media1.fl.yelpcdn.com/bphoto/rQkcvDaCmojy0nbEGUd3Sg/o.jpg,https://www.yelp.com/biz/bon-beignet-san-jose?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,21,"coffee,icecream,donuts",4,"37.32946,-121.85928",,14086466684,"['779 Story Rd', 'Ste 80', 'San Jose, CA 95122']"
43 & Company,https://s3-media1.fl.yelpcdn.com/bphoto/CON5NCThsNeL0kEjbko28Q/o.jpg,https://www.yelp.com/biz/43-and-company-milpitas?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,95,"bakeries,desserts",4.5,"37.4104659,-121.8863502",,14083180125,"['1658 S Milpitas Blvd', 'Milpitas, CA 95035']"
House of Bagels,https://s3-media4.fl.yelpcdn.com/bphoto/i_nGK4zGypYsYe0e34lw_Q/o.jpg,https://www.yelp.com/biz/house-of-bagels-san-jose?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,843,bagels,4.5,"37.3367999,-121.8763",$,14082946615,"['505 E San Carlos St', 'San Jose, CA 95112']"
Oasis Metro Deli,https://s3-media3.fl.yelpcdn.com/bphoto/uGu-Mg53VGcx51vQW4poeg/o.jpg,https://www.yelp.com/biz/oasis-metro-deli-san-jose?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,150,"delis,sandwiches,breakfast_brunch",4.5,"37.36893,-121.91579",$,14084535054,"['1737 N 1st St', 'Ste 130', 'San Jose, CA 95112']"
La Patisserie,https://s3-media2.fl.yelpcdn.com/bphoto/JKM9q3oJjcI2-sM3dst-Pw/o.jpg,https://www.yelp.com/biz/la-patisserie-cupertino?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,1058,"bakeries,customcakes",4,"37.3218310882795,-122.018986775533",$$,14084464744,"['19758 Stevens Creek Blvd', 'Cupertino, CA 95014']"
Paris Baguette,https://s3-media1.fl.yelpcdn.com/bphoto/KWXL900TXaIypG1IoiuAdQ/o.jpg,https://www.yelp.com/biz/paris-baguette-santa-clara-2?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,1396,"bakeries,coffee,cakeshop",4,"37.35366583743593,-121.99426269406719",$$,14082600404,"['3561 El Camino Real', 'Ste 75', 'Santa Clara, CA 95051']"
Starbucks,https://s3-media2.fl.yelpcdn.com/bphoto/MTSB45YR3I4mObuhkfzSvw/o.jpg,https://www.yelp.com/biz/starbucks-santa-clara-44?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,41,coffee,3,"37.38741433,-121.96027774",$$,14085884070,"['2030 Wyatt Dr', 'Ste 110', 'Santa Clara, CA 95054']"
Bloom,https://s3-media4.fl.yelpcdn.com/bphoto/BJYm0E2ej4jczbcUMsBp8g/o.jpg,https://www.yelp.com/biz/bloom-santa-clara?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,830,"tradamerican,breakfast_brunch,cocktailbars",4.5,"37.32831,-121.9661",$$,14083452667,"['202 Saratoga Ave', 'Santa Clara, CA 95050']"
Caffè Lavazza & La Pasticceria,https://s3-media1.fl.yelpcdn.com/bphoto/7W4Tur_3daHLV4PjWyuZcA/o.jpg,https://www.yelp.com/biz/caff%C3%A8-lavazza-and-la-pasticceria-santa-clara?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,8,"cafes,italian",4,"37.32366,-121.94436",,,"['2855 Stevens Creek Blvd', 'Santa Clara, CA 95050']"
Starbucks,https://s3-media3.fl.yelpcdn.com/bphoto/cJ-Fw4tWWpupLb-5PoBSvw/o.jpg,https://www.yelp.com/biz/starbucks-san-jose-227?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,1,coffee,3,"37.3649401716993,-121.9228148",,18007827282,"['1701 Airport Blvd', 'San Jose, CA 95110']"
Wow Wow Hawaiian Lemonade,https://s3-media2.fl.yelpcdn.com/bphoto/MFjSlY1cMWLfMUhMFzfonA/o.jpg,https://www.yelp.com/biz/wow-wow-hawaiian-lemonade-san-jose-2?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,64,"juicebars,coffee,acaibowls",4,"37.32375,-121.91392",,14083202673,"['1401 W San Carlos St', 'San Jose, CA 95126']"
Toast Cafe & Grill,https://s3-media2.fl.yelpcdn.com/bphoto/xnfKkZMLYzef5VU6JzCVig/o.jpg,https://www.yelp.com/biz/toast-cafe-and-grill-san-jose-2?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,994,breakfast_brunch,4,"37.30672959520548,-121.89179398749884",$$,14083201575,"['1411 Bird Ave', 'San Jose, CA 95125']"
The Great American Bagel Bakery,https://s3-media3.fl.yelpcdn.com/bphoto/UEeDvybH3vRNIEJPcgzmSw/o.jpg,https://www.yelp.com/biz/the-great-american-bagel-bakery-san-jose?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,36,bakeries,2.5,"37.36502,-121.92383",,12064335611,"['5 Airport Blvd', 'SEA Airport', 'San Jose, CA 95110']"
House of Bagels,https://s3-media1.fl.yelpcdn.com/bphoto/lFjKy68Kz79pmCHVywHlfg/o.jpg,https://www.yelp.com/biz/house-of-bagels-santa-clara?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,192,"bagels,breakfast_brunch,sandwiches",4,"37.3929707275154,-121.97781085968",$,14087274888,"['4300 Great America Pkwy', 'Ste 132', 'Santa Clara, CA 95052']"
US Soypresso - Bascom,https://s3-media2.fl.yelpcdn.com/bphoto/zKU9FrHMsyeGnx-b_qfWSQ/o.jpg,https://www.yelp.com/biz/us-soypresso-bascom-san-jose-2?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,93,"organic_stores,healthmarkets",4.5,"37.31804,-121.93224",$$,14083525568,"['547 S Bascom Ave', 'San Jose, CA 95128']"
Peet's Coffee,https://s3-media4.fl.yelpcdn.com/bphoto/W1FE1LMhaOIHHoXQ3P9puQ/o.jpg,https://www.yelp.com/biz/peets-coffee-milpitas-2?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,232,coffee,4,"37.434571718678,-121.89812222936",$$,14084160700,"['543 E Calaveras Blvd', 'Milpitas, CA 95035']"
Ruby's Pan Dulce,https://s3-media4.fl.yelpcdn.com/bphoto/tY-0cuBITs-nCFrm_viAVw/o.jpg,https://www.yelp.com/biz/rubys-pan-dulce-sunnyvale?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,86,bakeries,4,"37.3971806028527,-122.023231782868",$,14085411880,"['829 Borregas Ave', 'Sunnyvale, CA 94085']"
Mr. G's Espresso,https://s3-media1.fl.yelpcdn.com/bphoto/vEeWkXqrF8_m8znf0TZbyw/o.jpg,https://www.yelp.com/biz/mr-gs-espresso-san-jose?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,3,coffee,4.5,"37.3628634427902,-121.850623860955",,,"['227 N Jackson Ave', 'San Jose, CA 95116']"
HS Coffee & Juices,https://s3-media4.fl.yelpcdn.com/bphoto/ZCc8S1_hKzhYxaTf0QiaZw/o.jpg,https://www.yelp.com/biz/hs-coffee-and-juices-san-jose?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,57,"coffee,cafes,juicebars",4,"37.4134977322142,-121.875734271427",$,14084936743,"['2133 Morrill Ave', 'San Jose, CA 95132']"
The Giving Pies,https://s3-media2.fl.yelpcdn.com/bphoto/WN9QY8Mr9q-5nSZwrO4Jgg/o.jpg,https://www.yelp.com/biz/the-giving-pies-san-jose?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,170,"desserts,coffee,breakfast_brunch",5,"37.309478614245535,-121.88707944005728",$$,14084750563,"['569 W Alma Ave', 'San Jose, CA 95125']"
Paris Baguette,https://s3-media3.fl.yelpcdn.com/bphoto/4HuiuhcUvMyOh7WEmWX4GQ/o.jpg,https://www.yelp.com/biz/paris-baguette-santa-clara-5?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,6,"bakeries,coffee,cakeshop",5,"37.35219,-121.96991",,,"['2470 El Camino Real', 'Santa Clara, CA 95051']"
Oasis Baklava,https://s3-media4.fl.yelpcdn.com/bphoto/HdaF4tLCzy95EcXanMH-gg/o.jpg,https://www.yelp.com/biz/oasis-baklava-sunnyvale-2?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,95,bakeries,4.5,"37.38916440001024,-122.00457363159718",$$,14089620840,"['907 E Duane Ave', 'Ste 2', 'Sunnyvale, CA 94085']"
Starbucks,https://s3-media4.fl.yelpcdn.com/bphoto/HIXdMazKb_3tYomNV-t8cQ/o.jpg,https://www.yelp.com/biz/starbucks-santa-clara-42?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,50,coffee,3.5,"37.3810248585123,-121.974374705523",$$,14089888776,"['3253 Coronado Pl', 'Santa Clara, CA 95054']"
Pastelaria Adega,https://s3-media1.fl.yelpcdn.com/bphoto/6upjFpKuR6T7T-D4zhpZEw/o.jpg,https://www.yelp.com/biz/pastelaria-adega-san-jose-2?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,174,"bakeries,portuguese",4,"37.336243,-121.889852",$$,14083202936,"['30 E Santa Clara St', 'Ste 130', 'San Jose, CA 95113']"
Posh Bagel.,https://s3-media3.fl.yelpcdn.com/bphoto/68xWxFnYbRlzUgvzgL7jzQ/o.jpg,https://www.yelp.com/biz/posh-bagel-santa-clara-2?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,3,bakeries,5,"37.3885765075684,-121.941864013672",$$,14089808451,"['445 Nelo St', 'Santa Clara, CA 95054']"
Tous Les Jours,https://s3-media1.fl.yelpcdn.com/bphoto/E-ciAgxY0akT9Zj0XT8Wvg/o.jpg,https://www.yelp.com/biz/tous-les-jours-san-jose?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,64,"coffee,bakeries,desserts",3.5,"37.38356,-121.89453",$$,14087708266,"['1710 Oakland Rd', 'San Jose, CA 95131']"
Sweetdragon Baking Company,https://s3-media2.fl.yelpcdn.com/bphoto/PpDMnxOuDNlJGuGTzY2b8A/o.jpg,https://www.yelp.com/biz/sweetdragon-baking-company-san-jose?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,58,desserts,5,"37.314472979227844,-121.9053241",$,14082057319,"['898 Lincoln Ave', 'San Jose, CA 95126']"
Paris Baguette,https://s3-media3.fl.yelpcdn.com/bphoto/sstfIoHBS08dENzt1V5wjg/o.jpg,https://www.yelp.com/biz/paris-baguette-san-jose-4?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,248,"coffee,bakeries,cakeshop",3.5,"37.387329,-121.883394",$$,14085738888,"['1698 Hostetter Rd', 'Unit M', 'San Jose, CA 95131']"
111 Bakery,https://s3-media4.fl.yelpcdn.com/bphoto/LVS9JI-wJiRDqZdfURvowA/o.jpg,https://www.yelp.com/biz/111-bakery-san-jose?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,208,"bakeries,sandwiches,cakeshop",4,"37.3662658692356,-121.848875981952",$,14082589888,"['2347 McKee Rd', 'San Jose, CA 95116']"
Baker's Village,https://s3-media3.fl.yelpcdn.com/bphoto/2-ZEm9iRi9ihd6VMpLyjqw/o.jpg,https://www.yelp.com/biz/bakers-village-santa-clara?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,123,bakeries,4.5,"37.35137,-121.99988",$,14082462434,"['1484 Halford Ave', 'Santa Clara, CA 95051']"
Coffee Bar,https://s3-media1.fl.yelpcdn.com/bphoto/WyFXOWjWAxHmnqcmFHacFQ/o.jpg,https://www.yelp.com/biz/coffee-bar-santa-clara?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,3,coffee,3.5,"37.4025936,-121.9767488",$$,14085626704,"['4949 Great America Pkwy', 'Hilton Santa Clara', 'Santa Clara, CA 95054']"
Caffino Drive-Thru Espresso and Coffee,https://s3-media4.fl.yelpcdn.com/bphoto/TJJyyvLLmdF728VNhqDn7g/o.jpg,https://www.yelp.com/biz/caffino-drive-thru-espresso-and-coffee-santa-clara?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,151,"coffee,bakeries,bagels",4,"37.3382225036621,-121.976203918457",$,14082439973,"['2790 Homestead Rd', 'Santa Clara, CA 95051']"
Le Croissant,https://s3-media2.fl.yelpcdn.com/bphoto/QEy2UGp9yHKrrJHAUg4IIw/o.jpg,https://www.yelp.com/biz/le-croissant-san-jose?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,49,bakeries,4.5,"37.298096,-121.845721",$,14086290363,"['354 Umbarger Rd', 'Ste 7', 'San Jose, CA 95111']"
Mian Bao House,https://s3-media1.fl.yelpcdn.com/bphoto/iLRv60WrK0ue7OLEZacVqw/o.jpg,https://www.yelp.com/biz/mian-bao-house-milpitas?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,90,bakeries,4,"37.45552,-121.91024",$,14086493511,"['1718 N Milpitas Blvd', 'Milpitas, CA 95035']"
Bijan Bakery & Cafe,https://s3-media1.fl.yelpcdn.com/bphoto/IHFBuIZMWYS1cL01E-7UFg/o.jpg,https://www.yelp.com/biz/bijan-bakery-and-cafe-san-jose-2?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,905,"bakeries,sandwiches,cafes",3,"37.333023,-121.888903",$,14089718000,"['170 S Market St', 'Ste 110', 'San Jose, CA 95113']"
The Croissant Spot,https://s3-media1.fl.yelpcdn.com/bphoto/SSYnqxxKQaYBuFwzQ7Hlag/o.jpg,https://www.yelp.com/biz/the-croissant-spot-san-jose-3?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,6,"bakeries,coffee",4.5,"37.30728708017472,-121.90053161405713",,14086215361,"['1165 Lincoln Ave', 'Ste 110', 'San Jose, CA 95125']"
WFM Coffee Bar,https://s3-media2.fl.yelpcdn.com/bphoto/HY4gVaeIC7vBqSQC-Mz-VA/o.jpg,https://www.yelp.com/biz/wfm-coffee-bar-san-jose?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,3,coffee,4.5,"37.332295,-121.904991",,14082071126,"['777 The Alameda', 'Whole Foods Market', 'San Jose, CA 95126']"
